source,target,out_provider,in_provider,weight
RJE,R1H,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,BARTS HEALTH NHS TRUST,2
RA7,RA2,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,4
RFS,RWA,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,16
RAJ,RAP,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2
RDE,RJC,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1
RXQ,RD1,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,1
RJR,RWA,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,5
RAS,RAP,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,3
RLT,RC9,GEORGE ELIOT HOSPITAL NHS TRUST,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1
RH5,RA7,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,74
R0D,RKB,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,137
RHU,RWA,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8
RWE,RWH,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,8
RTE,RA7,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2
RAJ,RAX,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5
RCB,RA2,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,ROYAL SURREY NHS FOUNDATION TRUST,1
RBN,RRK,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,5
RHU,RAX,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,15
RH5,RBT,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,3
RGN,RWA,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3
RGR,RJ7,WEST SUFFOLK NHS FOUNDATION TRUST,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6
RN5,RJE,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,1
RWG,RFF,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1
RMP,RAX,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,3
RRK,RWH,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,2
RJ7,RWF,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12
RP5,RDU,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,FRIMLEY HEALTH NHS FOUNDATION TRUST,1
RWG,RWA,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1
RK9,RHQ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,18
RBN,R0A,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,32
RNN,RHQ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,19
RJZ,RNZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,1
RDE,RHQ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8
RAX,RRK,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2
RTF,RAX,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS TRUST,2
RWH,RJ6,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,CROYDON HEALTH SERVICES NHS TRUST,2
RVR,RCU,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,1
REF,RAX,ROYAL CORNWALL HOSPITALS NHS TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1
RGN,RWH,NORTH WEST ANGLIA NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,12
RA2,R1H,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,BARTS HEALTH NHS TRUST,1
RWD,RWA,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,102
RR7,RJL,GATESHEAD HEALTH NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,615
RM1,RWH,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,24
REM,RTK,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,1
RAJ,RKE,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,THE WHITTINGTON HOSPITAL NHS TRUST,5
RA9,RDE,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1
RTR,RKE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,THE WHITTINGTON HEALTH NHS TRUST,1
RX1,RD1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,1
RBD,RJE,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1
RCU,RJE,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2
RJC,RWH,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2
RD1,RWA,ROYAL UNITED HOSPITAL BATH NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3
RQ3,RAX,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1
RWE,RBN,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,1
RH8,RDU,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,FRIMLEY HEALTH NHS FOUNDATION TRUST,3
REM,RWY,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1
RTF,RAX,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,2
RMP,RJC,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1
RWW,RGT,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3
RTX,REM,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1
RMP,RBT,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2
RGR,RAX,WEST SUFFOLK NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1
RH8,RD1,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ROYAL UNITED HOSPITAL BATH NHS TRUST,1
RH5,RA7,SOMERSET NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,74
RJ7,RHQ,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,109
RD1,RJC,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2
RNZ,RRK,SALISBURY NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,5
RH8,RA2,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ROYAL SURREY NHS FOUNDATION TRUST,2
R1H,RA2,BARTS HEALTH NHS TRUST,ROYAL SURREY NHS FOUNDATION TRUST,3
RHQ,RGT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,57
RCB,RXW,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1
RHQ,RJC,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,6
RH8,RGT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8
RYR,RWH,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2
RK5,RXW,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1
RJE,RAX,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,9
REM,RAX,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS TRUST,2
RHQ,RVJ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH BRISTOL NHS TRUST,1
RK9,RJC,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,4
RYR,RRK,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,3
RTP,RHQ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4
RCB,RVJ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NORTH BRISTOL NHS TRUST,3
RQX,RC9,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,2
REM,RJ7,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2
REM,RJ7,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2
RFS,RWH,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1
RAX,RAP,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2
RDU,RX1,FRIMLEY HEALTH NHS FOUNDATION TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1
RXN,RJ6,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,CROYDON HEALTH SERVICES NHS TRUST,1
RXF,RWA,MID YORKSHIRE TEACHING NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,84
RHQ,RWA,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,350
R1K,RWH,LONDON NORTH WEST HEALTHCARE NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,2819
RBT,RHQ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,88
RJ7,RAP,ST GEORGE'S HEALTHCARE NHS TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,12
RXN,RRK,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,17
RRV,RRK,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,34
RNQ,RXW,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2
RJ7,RKE,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,THE WHITTINGTON HEALTH NHS TRUST,6
RR8,RA2,LEEDS TEACHING HOSPITALS NHS TRUST,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2
RTF,RWA,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,19
RC9,RWA,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,7
RK9,RWH,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,2
RA9,RJC,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2
RGN,RJC,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1
RGN,RJZ,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2
RVJ,RWH,NORTH BRISTOL NHS TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1
RWW,RJZ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3
RWA,RR7,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,GATESHEAD HEALTH NHS FOUNDATION TRUST,3
RJ2,RDE,LEWISHAM HEALTHCARE NHS TRUST,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,1
RGT,RWH,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,365
RJ1,RDE,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,32
RCB,RJ1,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,14
RAP,RHQ,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4
RAX,RNZ,KINGSTON HOSPITAL NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,3
RCD,RJC,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1
RCB,RAL,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ROYAL FREE LONDON NHS FOUNDATION TRUST,1
RNZ,RTH,SALISBURY NHS FOUNDATION TRUST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4
RXN,RJE,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2
RJC,RWH,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2
RWG,RWF,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1
RQM,RAJ,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,1
RXK,R1H,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,BARTS HEALTH NHS TRUST,1
RXQ,RD1,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1
RKB,RKE,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,WHITTINGTON HEALTH NHS TRUST,2
RCD,RNZ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,1
RH5,RTH,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1
RWD,RAX,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,3
RJ6,RGR,CROYDON HEALTH SERVICES NHS TRUST,WEST SUFFOLK NHS FOUNDATION TRUST,1
RAX,RD1,KINGSTON HOSPITAL NHS TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1
RWD,RWA,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,102
RWA,RJ6,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,CROYDON HEALTH SERVICES NHS TRUST,4
RJC,RWY,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2
RMC,RTK,BOLTON NHS FOUNDATION TRUST,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1
RDU,RKB,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,5
RAJ,RAX,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,5
RHU,RAL,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,ROYAL FREE LONDON NHS FOUNDATION TRUST,1
RJ7,RTH,ST GEORGE'S HEALTHCARE NHS TRUST,OXFORD UNIVERSITY HOSPITALS NHS TRUST,1
RTH,RJE,OXFORD UNIVERSITY HOSPITALS NHS TRUST,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,8
RJE,RWA,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,7
RA2,RRK,ROYAL SURREY NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,4
RNS,RWP,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1
RXW,RWP,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11
RCX,RWA,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,4
RTE,RVV,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2
RJE,RQM,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,189
RHU,RDU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,2
RN3,RWA,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,4
RXW,RD1,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8
RXW,RJC,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,24
RC9,R0A,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1
RR7,RRK,GATESHEAD HEALTH NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,3
RAJ,RDU,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1
RLT,RJZ,GEORGE ELIOT HOSPITAL NHS TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1
RBN,RJ6,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,CROYDON HEALTH SERVICES NHS TRUST,2
REF,RJC,ROYAL CORNWALL HOSPITALS NHS TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1
RWE,RVJ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NORTH BRISTOL NHS TRUST,1
RM3,RWF,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,3
RJ2,RDE,LEWISHAM AND GREENWICH NHS TRUST,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,1
RTG,RWA,DERBY HOSPITALS NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,25
RA7,RH8,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,29
RBN,RX1,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,8
RTG,RJL,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,3
RJZ,RBN,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2
RBN,RQM,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1
RR7,RJE,GATESHEAD HEALTH NHS FOUNDATION TRUST,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,1
RTD,RNN,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,11
RQ3,RJL,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,3
RWG,RD1,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,1
RC9,RDE,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1
RJ7,RCU,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2
RF4,RBN,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,1
RF4,RBN,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,1
RJ7,RWF,ST GEORGE'S HEALTHCARE NHS TRUST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12
RXN,RNZ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,3
RWD,RGR,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,WEST SUFFOLK NHS FOUNDATION TRUST,1
RYR,R1K,WESTERN SUSSEX HOSPITALS NHS TRUST,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2
RVV,RDU,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,FRIMLEY HEALTH NHS FOUNDATION TRUST,1
RF4,RWD,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2
RM3,RJC,SALFORD ROYAL NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1
RBN,RAX,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,KINGSTON HOSPITAL NHS TRUST,4
RR8,RWP,LEEDS TEACHING HOSPITALS NHS TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1
RTG,RBL,DERBY HOSPITALS NHS FOUNDATION TRUST,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1
REF,RAX,ROYAL CORNWALL HOSPITALS NHS TRUST,KINGSTON HOSPITAL NHS TRUST,1
RC9,RH8,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,1
REF,RBT,ROYAL CORNWALL HOSPITALS NHS TRUST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1
RAX,RD1,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ROYAL UNITED HOSPITAL BATH NHS TRUST,1
RJZ,RA2,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ROYAL SURREY NHS FOUNDATION TRUST,10
